timestamp,pond_id,temperature_c,Turbidity (cm),do_mg_l,BOD (mg/L),CO2,ph,Alkalinity (mg L-1 ),Hardness (mg L-1 ),Calcium (mg L-1 ),ammonia_mg_l,nitrite_mg_l,Phosphorus (mg L-1 ),H2S (mg L-1 ),Plankton (No. L-1),Water Quality
2026-01-01 00:00:00,Tambak1,67.4487248165457,10.1271479017666,0.208152597873743,7.47360691437124,10.1810839234681,4.75165740703128,218.364855075074,300.125079953462,337.178225961304,0.286053502596222,4.35531048805297,0.0059835196234115,0.0667928501422497,6069.62401674555,2
2026-01-01 00:01:00,Tambak1,64.6266659999542,94.0155952075645,11.434462673742,10.8599981761065,14.8605205716296,3.0851536815857,273.939691717738,8.4267757213262,363.660740258261,0.096039616205455,2.18275270033924,0.0049060899009997,0.0234279599077647,250.995959432654,2
2026-01-01 00:02:00,Tambak1,65.1218417899778,90.6534622873011,12.4308646824155,12.8099701062714,12.3199799326154,9.64851512301191,220.812730115909,11.7262742182349,309.3709344699,0.974500936759271,4.90175961911674,0.0069792342829253,0.0650410879009331,7218.92747278867,2
2026-01-01 00:03:00,Tambak1,1.64033373093172,0.0663439563166512,10.9635288980122,8.50802271555833,12.95520911903,4.81998839331818,266.571627557632,6.62765477722976,8.18046807060048,0.884864943773046,3.5718418208437,3.17447341996222,0.0260178041194228,1230.06225226959,2
2026-01-01 00:04:00,Tambak1,64.8634342830838,2.11917303971007,1.36173594885601,13.3353715271262,13.6031972477944,10.2440335011367,252.107999540264,339.891513510285,253.996870530625,0.801695181533167,4.65589801491906,3.85470053210051,0.060995304194127,1035.05481979777,2
2026-01-01 00:05:00,Tambak1,3.01015405181823,10.4724680832537,12.7041143769407,12.7251503098652,10.0585578209776,12.7131079019202,279.751716390041,362.552290972954,274.777058753296,0.671318023024603,3.46685300201044,0.0062275190879291,0.0706058898378526,7190.35388456773,2
2026-01-01 00:06:00,Tambak1,70.599092094067,4.41147528983321,14.7859115655443,10.1228944615375,14.1513668897019,10.4740930064027,240.196735211972,17.7917240758653,265.834713528449,0.171307743789837,4.76368653082531,4.75332330496777,0.0984945975562199,6690.86721978341,2
2026-01-01 00:07:00,Tambak1,80.8606937554782,96.6107019452929,0.715907355224689,10.5020831542373,13.137133439125,1.49019233054724,296.025650007154,16.1018792929208,289.473959776083,0.470119542639187,2.96304092359948,0.0017278289674468,0.0309328346208982,416.010692201106,2
2026-01-01 00:08:00,Tambak1,81.2048433040614,11.5194888771695,2.21064729813504,7.46462713612578,14.9842163058911,0.0479666677027764,244.919793644786,7.33290713688942,263.255848231397,0.0529254020268626,2.50942812723013,3.22290329505696,0.064067132468469,7460.41578893025,2
2026-01-01 00:09:00,Tambak1,1.09815075330492,10.591560128811,8.6367602934416,14.7134675665003,10.2779430921738,0.0039443104007221,269.682212816798,322.391393427774,280.79330456606,0.652312619121409,4.63997578072386,0.0092623234656917,0.0345978359595137,923.109049392627,2
